Timecode List:,00:00:10.000,00:00:20.000,00:00:21.000,00:00:22.000,00:00:23.000,00:00:24.000,00:00:28.000,00:00:29.000,00:00:30.000,00:00:37.000,00:00:40.000,00:00:42.000,00:00:44.000,00:00:45.000,00:00:50.000,00:00:51.000,00:00:52.000,00:00:56.000,00:01:00.000,00:01:02.000,00:01:05.000,00:01:10.000,00:01:16.000,00:01:20.000,00:01:23.000,00:01:30.000,00:01:32.000,00:01:38.000,00:01:40.000,00:01:44.000,00:01:48.000,00:01:50.000,00:01:55.000,00:01:58.000,00:02:00.000,00:02:01.000,00:02:02.000,00:02:03.000,00:02:04.000,00:02:10.000,00:02:18.000,00:02:20.000,00:02:22.000,00:02:23.000,00:02:24.000,00:02:28.000,00:02:30.000,00:02:32.000,00:02:34.000,00:02:37.000,00:02:40.000,00:02:41.000,00:02:47.000,00:02:48.000,00:02:49.000,00:02:50.000,00:02:53.000,00:02:58.000,00:03:00.000,00:03:02.000,00:03:03.000,00:03:07.000,00:03:09.000,00:03:10.000,00:03:11.000,00:03:17.000,00:03:18.000,00:03:19.000,00:03:20.000,00:03:25.000,00:03:30.000,00:03:40.000,00:03:48.000,00:03:50.000,00:03:52.000,00:03:54.000,00:03:58.000,00:04:00.000,00:04:10.000,00:04:11.000,00:04:15.000,00:04:16.000,00:04:19.000,00:04:20.000,00:04:30.000,00:04:40.000,00:04:41.000,00:04:42.000,00:04:43.000,00:04:44.000,00:04:45.000,00:04:47.000,00:04:48.000,00:04:50.000,00:04:57.000,00:05:00.000,00:05:02.000,00:05:03.000,00:05:04.000,00:05:05.000,00:05:07.000,00:05:08.000,00:05:09.000,00:05:10.000,00:05:11.000,00:05:12.000,00:05:16.000,00:05:19.000,00:05:20.000,00:05:21.000,00:05:28.000,00:05:30.000,00:05:35.000,00:05:38.000,00:05:40.000,00:05:49.000,00:05:50.000,00:05:52.000,00:05:58.000,00:06:00.000,00:06:01.000,00:06:04.000,00:06:05.000,00:06:09.000,00:06:10.000,00:06:12.000,00:06:17.000,00:06:18.000,00:06:20.000,00:06:21.000,00:06:22.000,00:06:23.000,00:06:24.000,00:06:25.000,00:06:26.000,00:06:27.000,00:06:28.000,00:06:29.000,00:06:30.000,00:06:40.000,00:06:41.000,00:06:42.000,00:06:43.000,00:06:44.000,00:06:48.000,00:06:49.000,00:06:50.000,00:06:51.000,00:06:52.000,00:06:55.000,00:06:58.000,00:06:59.000,00:07:00.000,00:07:06.000,00:07:10.000,00:07:11.000,00:07:16.000,00:07:19.000,00:07:20.000,00:07:23.000,00:07:30.000,00:07:37.000,00:07:40.000,00:07:41.000,00:07:42.000,00:07:49.000,00:07:50.000,00:07:52.000,00:08:00.000,00:08:10.000,00:08:12.000,00:08:14.000,00:08:15.000,00:08:20.000,00:08:24.000,00:08:26.000,00:08:28.000,00:08:30.000,00:08:32.000,00:08:33.000,00:08:34.000,00:08:35.000,00:08:36.000,00:08:37.000,00:08:38.000,00:08:39.000,00:08:40.000,00:08:50.000,00:08:51.000,00:08:52.000,00:08:53.000,00:08:54.000,00:08:55.000,00:08:56.000,00:08:59.000,00:09:00.000,00:09:10.000,00:09:11.000,00:09:12.000,00:09:13.000,00:09:16.000,00:09:17.000,00:09:18.000,00:09:20.000,00:09:30.000,00:09:32.000,00:09:39.000,00:09:40.000,00:09:47.000,00:09:48.000,00:09:49.000,00:09:50.000,00:09:52.000,00:09:59.000,00:10:00.000,00:10:10.000,00:10:13.000,00:10:14.000,00:10:15.000,00:10:16.000,00:10:18.000,00:10:19.000,00:10:20.000,00:10:21.000,00:10:22.000,00:10:23.000,00:10:24.000,00:10:26.000,00:10:30.000,00:10:40.000,00:10:42.000,00:10:44.000,00:10:45.000,00:10:47.000,00:10:49.000,00:10:50.000,00:10:51.000,00:10:52.000,00:10:53.000,00:10:54.000,00:10:55.000,00:11:00.000,00:11:01.000,00:11:02.000,00:11:04.000,00:11:10.000,00:11:14.000,00:11:15.000,00:11:16.000,00:11:17.000,00:11:18.000,00:11:19.000,00:11:20.000,00:11:21.000,00:11:22.000,00:11:23.000,00:11:24.000,00:11:25.000,00:11:26.000,00:11:27.000,00:11:30.000,00:11:32.000,00:11:34.000,00:11:36.000,00:11:37.000,00:11:38.000,00:11:39.000,00:11:40.000,00:11:41.000,00:11:42.000,00:11:43.000,00:11:44.000,00:11:45.000,00:11:46.000,00:11:47.000,00:11:48.000,00:11:49.000,00:11:50.000,00:11:51.000,00:11:56.000,00:12:00.000,00:12:05.000,00:12:10.000,00:12:17.000,00:12:19.000,00:12:20.000,00:12:30.000,00:12:32.000,00:12:33.000,00:12:40.000,00:12:42.000,00:12:43.000,00:12:44.000,00:12:45.000,00:12:46.000,00:12:47.000,00:12:48.000,00:12:49.000,00:12:50.000,00:12:52.000,00:12:58.000,00:12:59.000,00:13:00.000,00:13:02.000,00:13:03.000,00:13:04.000,00:13:06.000,00:13:08.000,00:13:09.000,00:13:10.000,00:13:11.000,00:13:13.000,00:13:15.000,00:13:16.000,00:13:19.000,00:13:20.000,00:13:22.000,00:13:23.000,00:13:24.000,00:13:26.000,00:13:30.000,00:13:32.000,00:13:40.000,00:13:47.000,00:13:49.000,00:13:51.000,00:13:52.000,00:13:54.000,00:13:56.000,00:13:57.000,00:13:58.000,00:13:59.000,00:14:00.000,00:14:01.000,00:14:02.000,00:14:03.000,00:14:04.000,00:14:05.000,00:14:06.000,00:14:07.000,00:14:08.000,00:14:09.000,00:14:12.000,00:14:13.000,00:14:14.000,00:14:15.000,00:14:18.000
Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
189,530,00:08:50.000,530.000,531,00:08:51.000,531.000,1,00:00:01.000,1.000
190,531,00:08:51.000,531.000,532,00:08:52.000,532.000,1,00:00:01.000,1.000
191,532,00:08:52.000,532.000,533,00:08:53.000,533.000,1,00:00:01.000,1.000
192,533,00:08:53.000,533.000,534,00:08:54.000,534.000,1,00:00:01.000,1.000
193,534,00:08:54.000,534.000,535,00:08:55.000,535.000,1,00:00:01.000,1.000
194,535,00:08:55.000,535.000,536,00:08:56.000,536.000,1,00:00:01.000,1.000
195,536,00:08:56.000,536.000,539,00:08:59.000,539.000,3,00:00:03.000,3.000
196,539,00:08:59.000,539.000,540,00:09:00.000,540.000,1,00:00:01.000,1.000
197,540,00:09:00.000,540.000,550,00:09:10.000,550.000,10,00:00:10.000,10.000
198,550,00:09:10.000,550.000,551,00:09:11.000,551.000,1,00:00:01.000,1.000
199,551,00:09:11.000,551.000,552,00:09:12.000,552.000,1,00:00:01.000,1.000
200,552,00:09:12.000,552.000,553,00:09:13.000,553.000,1,00:00:01.000,1.000
201,553,00:09:13.000,553.000,556,00:09:16.000,556.000,3,00:00:03.000,3.000
202,556,00:09:16.000,556.000,557,00:09:17.000,557.000,1,00:00:01.000,1.000
203,557,00:09:17.000,557.000,558,00:09:18.000,558.000,1,00:00:01.000,1.000
204,558,00:09:18.000,558.000,560,00:09:20.000,560.000,2,00:00:02.000,2.000
205,560,00:09:20.000,560.000,570,00:09:30.000,570.000,10,00:00:10.000,10.000
206,570,00:09:30.000,570.000,572,00:09:32.000,572.000,2,00:00:02.000,2.000
207,572,00:09:32.000,572.000,579,00:09:39.000,579.000,7,00:00:07.000,7.000
208,579,00:09:39.000,579.000,580,00:09:40.000,580.000,1,00:00:01.000,1.000
209,580,00:09:40.000,580.000,587,00:09:47.000,587.000,7,00:00:07.000,7.000
210,587,00:09:47.000,587.000,588,00:09:48.000,588.000,1,00:00:01.000,1.000
211,588,00:09:48.000,588.000,589,00:09:49.000,589.000,1,00:00:01.000,1.000
212,589,00:09:49.000,589.000,590,00:09:50.000,590.000,1,00:00:01.000,1.000
213,590,00:09:50.000,590.000,592,00:09:52.000,592.000,2,00:00:02.000,2.000
214,592,00:09:52.000,592.000,599,00:09:59.000,599.000,7,00:00:07.000,7.000
215,599,00:09:59.000,599.000,600,00:10:00.000,600.000,1,00:00:01.000,1.000
216,600,00:10:00.000,600.000,610,00:10:10.000,610.000,10,00:00:10.000,10.000
217,610,00:10:10.000,610.000,613,00:10:13.000,613.000,3,00:00:03.000,3.000
218,613,00:10:13.000,613.000,614,00:10:14.000,614.000,1,00:00:01.000,1.000
219,614,00:10:14.000,614.000,615,00:10:15.000,615.000,1,00:00:01.000,1.000
220,615,00:10:15.000,615.000,616,00:10:16.000,616.000,1,00:00:01.000,1.000
221,616,00:10:16.000,616.000,618,00:10:18.000,618.000,2,00:00:02.000,2.000
222,618,00:10:18.000,618.000,619,00:10:19.000,619.000,1,00:00:01.000,1.000
223,619,00:10:19.000,619.000,620,00:10:20.000,620.000,1,00:00:01.000,1.000
224,620,00:10:20.000,620.000,621,00:10:21.000,621.000,1,00:00:01.000,1.000
225,621,00:10:21.000,621.000,622,00:10:22.000,622.000,1,00:00:01.000,1.000
226,622,00:10:22.000,622.000,623,00:10:23.000,623.000,1,00:00:01.000,1.000
227,623,00:10:23.000,623.000,624,00:10:24.000,624.000,1,00:00:01.000,1.000
228,624,00:10:24.000,624.000,626,00:10:26.000,626.000,2,00:00:02.000,2.000
229,626,00:10:26.000,626.000,630,00:10:30.000,630.000,4,00:00:04.000,4.000
230,630,00:10:30.000,630.000,640,00:10:40.000,640.000,10,00:00:10.000,10.000
231,640,00:10:40.000,640.000,642,00:10:42.000,642.000,2,00:00:02.000,2.000
232,642,00:10:42.000,642.000,644,00:10:44.000,644.000,2,00:00:02.000,2.000
233,644,00:10:44.000,644.000,645,00:10:45.000,645.000,1,00:00:01.000,1.000
234,645,00:10:45.000,645.000,647,00:10:47.000,647.000,2,00:00:02.000,2.000
235,647,00:10:47.000,647.000,649,00:10:49.000,649.000,2,00:00:02.000,2.000
236,649,00:10:49.000,649.000,650,00:10:50.000,650.000,1,00:00:01.000,1.000
237,650,00:10:50.000,650.000,651,00:10:51.000,651.000,1,00:00:01.000,1.000
238,651,00:10:51.000,651.000,652,00:10:52.000,652.000,1,00:00:01.000,1.000
239,652,00:10:52.000,652.000,653,00:10:53.000,653.000,1,00:00:01.000,1.000
240,653,00:10:53.000,653.000,654,00:10:54.000,654.000,1,00:00:01.000,1.000
241,654,00:10:54.000,654.000,655,00:10:55.000,655.000,1,00:00:01.000,1.000
242,655,00:10:55.000,655.000,660,00:11:00.000,660.000,5,00:00:05.000,5.000
243,660,00:11:00.000,660.000,661,00:11:01.000,661.000,1,00:00:01.000,1.000
244,661,00:11:01.000,661.000,662,00:11:02.000,662.000,1,00:00:01.000,1.000
245,662,00:11:02.000,662.000,664,00:11:04.000,664.000,2,00:00:02.000,2.000
246,664,00:11:04.000,664.000,670,00:11:10.000,670.000,6,00:00:06.000,6.000
247,670,00:11:10.000,670.000,674,00:11:14.000,674.000,4,00:00:04.000,4.000
248,674,00:11:14.000,674.000,675,00:11:15.000,675.000,1,00:00:01.000,1.000
249,675,00:11:15.000,675.000,676,00:11:16.000,676.000,1,00:00:01.000,1.000
250,676,00:11:16.000,676.000,677,00:11:17.000,677.000,1,00:00:01.000,1.000
251,677,00:11:17.000,677.000,678,00:11:18.000,678.000,1,00:00:01.000,1.000
252,678,00:11:18.000,678.000,679,00:11:19.000,679.000,1,00:00:01.000,1.000
253,679,00:11:19.000,679.000,680,00:11:20.000,680.000,1,00:00:01.000,1.000
254,680,00:11:20.000,680.000,681,00:11:21.000,681.000,1,00:00:01.000,1.000
255,681,00:11:21.000,681.000,682,00:11:22.000,682.000,1,00:00:01.000,1.000
256,682,00:11:22.000,682.000,683,00:11:23.000,683.000,1,00:00:01.000,1.000
257,683,00:11:23.000,683.000,684,00:11:24.000,684.000,1,00:00:01.000,1.000
258,684,00:11:24.000,684.000,685,00:11:25.000,685.000,1,00:00:01.000,1.000
259,685,00:11:25.000,685.000,686,00:11:26.000,686.000,1,00:00:01.000,1.000
260,686,00:11:26.000,686.000,687,00:11:27.000,687.000,1,00:00:01.000,1.000
261,687,00:11:27.000,687.000,690,00:11:30.000,690.000,3,00:00:03.000,3.000
262,690,00:11:30.000,690.000,692,00:11:32.000,692.000,2,00:00:02.000,2.000
263,692,00:11:32.000,692.000,694,00:11:34.000,694.000,2,00:00:02.000,2.000
264,694,00:11:34.000,694.000,696,00:11:36.000,696.000,2,00:00:02.000,2.000
265,696,00:11:36.000,696.000,697,00:11:37.000,697.000,1,00:00:01.000,1.000
266,697,00:11:37.000,697.000,698,00:11:38.000,698.000,1,00:00:01.000,1.000
267,698,00:11:38.000,698.000,699,00:11:39.000,699.000,1,00:00:01.000,1.000
268,699,00:11:39.000,699.000,700,00:11:40.000,700.000,1,00:00:01.000,1.000
269,700,00:11:40.000,700.000,701,00:11:41.000,701.000,1,00:00:01.000,1.000
270,701,00:11:41.000,701.000,702,00:11:42.000,702.000,1,00:00:01.000,1.000
271,702,00:11:42.000,702.000,703,00:11:43.000,703.000,1,00:00:01.000,1.000
272,703,00:11:43.000,703.000,704,00:11:44.000,704.000,1,00:00:01.000,1.000
273,704,00:11:44.000,704.000,705,00:11:45.000,705.000,1,00:00:01.000,1.000
274,705,00:11:45.000,705.000,706,00:11:46.000,706.000,1,00:00:01.000,1.000
275,706,00:11:46.000,706.000,707,00:11:47.000,707.000,1,00:00:01.000,1.000
276,707,00:11:47.000,707.000,708,00:11:48.000,708.000,1,00:00:01.000,1.000
277,708,00:11:48.000,708.000,709,00:11:49.000,709.000,1,00:00:01.000,1.000
278,709,00:11:49.000,709.000,710,00:11:50.000,710.000,1,00:00:01.000,1.000
279,710,00:11:50.000,710.000,711,00:11:51.000,711.000,1,00:00:01.000,1.000
280,711,00:11:51.000,711.000,716,00:11:56.000,716.000,5,00:00:05.000,5.000
281,716,00:11:56.000,716.000,720,00:12:00.000,720.000,4,00:00:04.000,4.000
282,720,00:12:00.000,720.000,725,00:12:05.000,725.000,5,00:00:05.000,5.000
283,725,00:12:05.000,725.000,730,00:12:10.000,730.000,5,00:00:05.000,5.000
284,730,00:12:10.000,730.000,737,00:12:17.000,737.000,7,00:00:07.000,7.000
285,737,00:12:17.000,737.000,739,00:12:19.000,739.000,2,00:00:02.000,2.000
286,739,00:12:19.000,739.000,740,00:12:20.000,740.000,1,00:00:01.000,1.000
287,740,00:12:20.000,740.000,750,00:12:30.000,750.000,10,00:00:10.000,10.000
288,750,00:12:30.000,750.000,752,00:12:32.000,752.000,2,00:00:02.000,2.000
289,752,00:12:32.000,752.000,753,00:12:33.000,753.000,1,00:00:01.000,1.000
290,753,00:12:33.000,753.000,760,00:12:40.000,760.000,7,00:00:07.000,7.000
291,760,00:12:40.000,760.000,762,00:12:42.000,762.000,2,00:00:02.000,2.000
292,762,00:12:42.000,762.000,763,00:12:43.000,763.000,1,00:00:01.000,1.000
293,763,00:12:43.000,763.000,764,00:12:44.000,764.000,1,00:00:01.000,1.000
294,764,00:12:44.000,764.000,765,00:12:45.000,765.000,1,00:00:01.000,1.000
295,765,00:12:45.000,765.000,766,00:12:46.000,766.000,1,00:00:01.000,1.000
296,766,00:12:46.000,766.000,767,00:12:47.000,767.000,1,00:00:01.000,1.000
297,767,00:12:47.000,767.000,768,00:12:48.000,768.000,1,00:00:01.000,1.000
298,768,00:12:48.000,768.000,769,00:12:49.000,769.000,1,00:00:01.000,1.000
299,769,00:12:49.000,769.000,770,00:12:50.000,770.000,1,00:00:01.000,1.000
300,770,00:12:50.000,770.000,772,00:12:52.000,772.000,2,00:00:02.000,2.000
301,772,00:12:52.000,772.000,778,00:12:58.000,778.000,6,00:00:06.000,6.000
302,778,00:12:58.000,778.000,779,00:12:59.000,779.000,1,00:00:01.000,1.000
303,779,00:12:59.000,779.000,780,00:13:00.000,780.000,1,00:00:01.000,1.000
304,780,00:13:00.000,780.000,782,00:13:02.000,782.000,2,00:00:02.000,2.000
305,782,00:13:02.000,782.000,783,00:13:03.000,783.000,1,00:00:01.000,1.000
306,783,00:13:03.000,783.000,784,00:13:04.000,784.000,1,00:00:01.000,1.000
307,784,00:13:04.000,784.000,786,00:13:06.000,786.000,2,00:00:02.000,2.000
308,786,00:13:06.000,786.000,788,00:13:08.000,788.000,2,00:00:02.000,2.000
309,788,00:13:08.000,788.000,789,00:13:09.000,789.000,1,00:00:01.000,1.000
310,789,00:13:09.000,789.000,790,00:13:10.000,790.000,1,00:00:01.000,1.000
311,790,00:13:10.000,790.000,791,00:13:11.000,791.000,1,00:00:01.000,1.000
312,791,00:13:11.000,791.000,793,00:13:13.000,793.000,2,00:00:02.000,2.000
313,793,00:13:13.000,793.000,795,00:13:15.000,795.000,2,00:00:02.000,2.000
314,795,00:13:15.000,795.000,796,00:13:16.000,796.000,1,00:00:01.000,1.000
315,796,00:13:16.000,796.000,799,00:13:19.000,799.000,3,00:00:03.000,3.000
316,799,00:13:19.000,799.000,800,00:13:20.000,800.000,1,00:00:01.000,1.000
317,800,00:13:20.000,800.000,802,00:13:22.000,802.000,2,00:00:02.000,2.000
318,802,00:13:22.000,802.000,803,00:13:23.000,803.000,1,00:00:01.000,1.000
319,803,00:13:23.000,803.000,804,00:13:24.000,804.000,1,00:00:01.000,1.000
320,804,00:13:24.000,804.000,806,00:13:26.000,806.000,2,00:00:02.000,2.000
321,806,00:13:26.000,806.000,810,00:13:30.000,810.000,4,00:00:04.000,4.000
322,810,00:13:30.000,810.000,812,00:13:32.000,812.000,2,00:00:02.000,2.000
323,812,00:13:32.000,812.000,820,00:13:40.000,820.000,8,00:00:08.000,8.000
324,820,00:13:40.000,820.000,827,00:13:47.000,827.000,7,00:00:07.000,7.000
325,827,00:13:47.000,827.000,829,00:13:49.000,829.000,2,00:00:02.000,2.000
326,829,00:13:49.000,829.000,831,00:13:51.000,831.000,2,00:00:02.000,2.000
327,831,00:13:51.000,831.000,832,00:13:52.000,832.000,1,00:00:01.000,1.000
328,832,00:13:52.000,832.000,834,00:13:54.000,834.000,2,00:00:02.000,2.000
329,834,00:13:54.000,834.000,836,00:13:56.000,836.000,2,00:00:02.000,2.000
330,836,00:13:56.000,836.000,837,00:13:57.000,837.000,1,00:00:01.000,1.000
331,837,00:13:57.000,837.000,838,00:13:58.000,838.000,1,00:00:01.000,1.000
332,838,00:13:58.000,838.000,839,00:13:59.000,839.000,1,00:00:01.000,1.000
333,839,00:13:59.000,839.000,840,00:14:00.000,840.000,1,00:00:01.000,1.000
334,840,00:14:00.000,840.000,841,00:14:01.000,841.000,1,00:00:01.000,1.000
335,841,00:14:01.000,841.000,842,00:14:02.000,842.000,1,00:00:01.000,1.000
336,842,00:14:02.000,842.000,843,00:14:03.000,843.000,1,00:00:01.000,1.000
337,843,00:14:03.000,843.000,844,00:14:04.000,844.000,1,00:00:01.000,1.000
338,844,00:14:04.000,844.000,845,00:14:05.000,845.000,1,00:00:01.000,1.000
339,845,00:14:05.000,845.000,846,00:14:06.000,846.000,1,00:00:01.000,1.000
340,846,00:14:06.000,846.000,847,00:14:07.000,847.000,1,00:00:01.000,1.000
341,847,00:14:07.000,847.000,848,00:14:08.000,848.000,1,00:00:01.000,1.000
342,848,00:14:08.000,848.000,849,00:14:09.000,849.000,1,00:00:01.000,1.000
343,849,00:14:09.000,849.000,852,00:14:12.000,852.000,3,00:00:03.000,3.000
344,852,00:14:12.000,852.000,853,00:14:13.000,853.000,1,00:00:01.000,1.000
345,853,00:14:13.000,853.000,854,00:14:14.000,854.000,1,00:00:01.000,1.000
346,854,00:14:14.000,854.000,855,00:14:15.000,855.000,1,00:00:01.000,1.000
347,855,00:14:15.000,855.000,858,00:14:18.000,858.000,3,00:00:03.000,3.000
348,858,00:14:18.000,858.000,859,00:14:19.000,859.000,1,00:00:01.000,1.000
